10999,VVWFC,False Creek,Vancouver,27,-123.1218615,49.26856558
11000,VVWFC,False Creek,Vancouver,27,-123.1218024,49.26856465
11001,VVWFC,False Creek,Vancouver,27,-123.1217495,49.26856057
11002,VVWFC,False Creek,Vancouver,27,-123.1216994,49.26855262
11003,VVWFC,False Creek,Vancouver,27,-123.1216544,49.2685416
11004,VVWFC,False Creek,Vancouver,27,-123.1216224,49.26853363
11005,VVWFC,False Creek,Vancouver,27,-123.1215925,49.26852359
11006,VVWFC,False Creek,Vancouver,27,-123.1215634,49.26851265
11007,VVWFC,False Creek,Vancouver,27,-123.1215354,49.26849865
11008,VVWFC,False Creek,Vancouver,27,-123.1214924,49.26847765
11009,VVWFC,False Creek,Vancouver,27,-123.1214684,49.26846158
11010,VVWFC,False Creek,Vancouver,27,-123.1214425,49.26844461
11011,VVWFC,False Creek,Vancouver,27,-123.1214114,49.26841964
11012,VVWFC,False Creek,Vancouver,27,-123.1213844,49.26838864
11013,VVWFC,False Creek,Vancouver,27,-123.1213645,49.26836258
11014,VVWFC,False Creek,Vancouver,27,-123.1213445,49.2683376
11015,VVWFC,False Creek,Vancouver,27,-123.1213284,49.2682976
11016,VVWFC,False Creek,Vancouver,27,-123.1212965,49.26821363
11017,VVWFC,False Creek,Vancouver,27,-123.1212534,49.26809865
11018,VVWFC,False Creek,Vancouver,27,-123.1212345,49.26803563
11019,VVWFC,False Creek,Vancouver,27,-123.1212094,49.26797864
11020,VVWFC,False Creek,Vancouver,27,-123.1211874,49.26793558
11021,VVWFC,False Creek,Vancouver,27,-123.1211615,49.2679026
11022,VVWFC,False Creek,Vancouver,27,-123.1211284,49.26786765
11023,VVWFC,False Creek,Vancouver,27,-123.1210735,49.26782364
11024,VVWFC,False Creek,Vancouver,27,-123.1210115,49.26778666
11025,VVWFC,False Creek,Vancouver,27,-123.1209384,49.26775759
11026,VVWFC,False Creek,Vancouver,27,-123.1208475,49.2677326
11027,VVWFC,False Creek,Vancouver,27,-123.1207545,49.26771561
11028,VVWFC,False Creek,Vancouver,27,-123.1204824,49.26770861
11029,VVWFC,False Creek,Vancouver,27,-123.1201415,49.2677006
11030,VVWFC,False Creek,Vancouver,27,-123.1198615,49.26769459
11031,VVWFC,False Creek,Vancouver,27,-123.1196365,49.26769159
11032,VVWFC,False Creek,Vancouver,27,-123.1193814,49.26768763
11033,VVWFC,False Creek,Vancouver,27,-123.1192164,49.26769157
11034,VVWFC,False Creek,Vancouver,27,-123.1191195,49.26771164
11035,VVWFC,False Creek,Vancouver,27,-123.1190344,49.26774563
11036,VVWFC,False Creek,Vancouver,27,-123.1189754,49.26777762
11037,VVWFC,False Creek,Vancouver,27,-123.1189175,49.26781257
11038,VVWFC,False Creek,Vancouver,27,-123.1188575,49.26788962
11039,VVWFC,False Creek,Vancouver,27,-123.1188364,49.26793362
11040,VVWFC,False Creek,Vancouver,27,-123.1188225,49.26798265
11041,VVWFC,False Creek,Vancouver,27,-123.1188144,49.26817358
11042,VVWFC,False Creek,Vancouver,27,-123.1188034,49.26837064
11043,VVWFC,False Creek,Vancouver,27,-123.1187934,49.26849764
11044,VVWFC,False Creek,Vancouver,27,-123.1188084,49.26859565
11045,VVWFC,False Creek,Vancouver,27,-123.1188464,49.26861458
11046,VVWFC,False Creek,Vancouver,27,-123.1188464,49.26862358
11047,VVWFC,False Creek,Vancouver,27,-123.1188515,49.26864165
11048,VVWFC,False Creek,Vancouver,27,-123.1188655,49.26871664
11049,VVWFC,False Creek,Vancouver,27,-123.1188475,49.26871963
11050,VVWFC,False Creek,Vancouver,27,-123.1188585,49.26876863
11051,VVWFC,False Creek,Vancouver,27,-123.1188765,49.26876861
11052,VVWFC,False Creek,Vancouver,27,-123.1188864,49.2688356
11053,VVWFC,False Creek,Vancouver,27,-123.1188155,49.26884763
11054,VVWFC,False Creek,Vancouver,27,-123.1188174,49.26886463
11055,VVWFC,False Creek,Vancouver,27,-123.1188135,49.26887758
11056,VVWFC,False Creek,Vancouver,27,-123.1187994,49.2688776
11057,VVWFC,False Creek,Vancouver,27,-123.1188055,49.26889162
11058,VVWFC,False Creek,Vancouver,27,-123.1187914,49.26889263
11059,VVWFC,False Creek,Vancouver,27,-123.1187914,49.26889865
11060,VVWFC,False Creek,Vancouver,27,-123.1188164,49.26891661
11061,VVWFC,False Creek,Vancouver,27,-123.1188204,49.26893163
11062,VVWFC,False Creek,Vancouver,27,-123.1188665,49.26894759
11063,VVWFC,False Creek,Vancouver,27,-123.1188544,49.26896262
11064,VVWFC,False Creek,Vancouver,27,-123.1188465,49.26915365
11065,VVWFC,False Creek,Vancouver,27,-123.1188135,49.26915665
11066,VVWFC,False Creek,Vancouver,27,-123.1188064,49.26926862
11067,VVWFC,False Creek,Vancouver,27,-123.1187555,49.26926859
11068,VVWFC,False Creek,Vancouver,27,-123.1187484,49.26938865
11069,VVWFC,False Creek,Vancouver,27,-123.1187354,49.26939164
11070,VVWFC,False Creek,Vancouver,27,-123.1185174,49.26926262
11071,VVWFC,False Creek,Vancouver,27,-123.1184204,49.2691566
11072,VVWFC,False Creek,Vancouver,27,-123.1184245,49.26910857
11073,VVWFC,False Creek,Vancouver,27,-123.1184355,49.26901665
